subid,gender,age,language,trial.num,context.condition,item,trial.type,response,coding
p145,M,35,English,9,0,mittens,item,Blue mittens,noun
p145,M,35,English,10,0,presents,item,2 presents,noun
p145,M,35,English,11,2,forks,nothing,Nothing ,nothing
p145,M,35,English,12,0,plants,nothing,Nothing ,nothing
p145,M,35,English,13,1,dogs,nothing,Nothing ,nothing
p145,M,35,English,14,2,shovels,item,2 sholves,noun
p145,M,35,English,15,1,cars,item,2 red chars ,color
p145,M,35,English,16,0,lollipops,item,2 lolipos,noun
p145,M,35,English,17,2,rainboots,nothing,Nothing,nothing
p145,M,35,English,18,3,buckets,nothing,Nothing,nothing
p145,M,35,English,19,3,ice cream cones,nothing,Nothing,nothing
p145,M,35,English,20,1,fish,item,Fishes and fishing pole,noun
p145,M,35,English,21,3,flowers,nothing,Nothing,nothing
p145,M,35,English,22,1,kites,item,2 kites,noun
p145,M,35,English,23,0,balloons,nothing,Nothing,nothing
p145,M,35,English,24,2,phones,item,2 phones,noun
p145,M,35,English,25,1,guitars,nothing,Nothing,nothing
p145,M,35,English,26,2,scissors,item,2 scissors,noun
p145,M,35,English,27,3,keys,item,Keys,noun
p145,M,35,English,28,3,cakes,item,2 cakes,noun
p145,M,35,English,29,0,bows,item,Pink ribbons,noun
p145,M,35,English,30,0,carrots,nothing,A shovel ,noun
p145,M,35,English,31,3,pencils,item,Pencils,noun
p145,M,35,English,32,3,purses,item,2 bags,noun
p146,M,55,English,1,3,rainboots,nothing,no shoes on,no
p146,M,55,English,2,2,bows,item,a yellow dress,color
p146,M,55,English,3,3,ice cream cones,item,an orange shirt,color
p146,M,55,English,4,2,dogs,nothing,a green shirt,color
p146,M,55,English,5,3,mittens,nothing,no mittens,no
p146,M,55,English,6,0,bananas,nothing,blonde hair,color
p146,M,55,English,7,2,umbrellas,item,a red shirt,color
p146,M,55,English,8,3,cookies,item,a yellow shirt,color
p146,M,55,English,9,3,buckets,item,a red dress,color
p146,M,55,English,10,0,guitars,item,two guitars,noun
p146,M,55,English,11,1,forks,item,a blue shirt,color
p146,M,55,English,12,0,plants,item,two potted plants,noun
p146,M,55,English,13,1,fish,item,a light blue shirt,color
p146,M,55,English,14,0,apples,item,two apples,noun
p146,M,55,English,15,1,cats,item,blonde hair,color
p146,M,55,English,16,0,cars,item,two toy cars,noun
p146,M,55,English,17,1,kites,nothing,blonde hair,color
p146,M,55,English,18,3,pencils,nothing,no pencils,no
p146,M,55,English,19,2,keys,nothing,a red shirt,color
p146,M,55,English,20,0,purses,nothing,a purple sweater,color
p146,M,55,English,21,2,crayons,item,a red shirt,color
p146,M,55,English,22,0,phones,nothing,a red shirt,color
p146,M,55,English,23,2,donuts,nothing,a purple shirt,color
p146,M,55,English,24,0,daisies,nothing,a orange shirt,color
p146,M,55,English,25,1,balloons,nothing,a green shirt,color
p146,M,55,English,26,2,presents,nothing,a yellow shirt,color
p146,M,55,English,27,1,scissors,item,a green shirt,color
p146,M,55,English,28,1,cakes,nothing,a purple shirt,color
p146,M,55,English,29,2,lollipops,item,a blue shirt,color
p146,M,55,English,30,3,carrots,nothing,no carrots,no
p146,M,55,English,31,1,shovels,nothing,a yellow shirt,color
p146,M,55,English,32,3,flowers,item,a red shirt,color
p147,F,45,english,1,0,kites,item,two kites,noun
p147,F,45,english,2,1,fish,nothing,a pale blue shirt,color
p147,F,45,english,3,3,daisies,item,an orange shirt,color
p147,F,45,english,4,0,guitars,nothing,a green shirt,color
p147,F,45,english,5,1,donuts,item,two donuts,noun
p147,F,45,english,6,2,presents,item,a white shirt,color
p147,F,45,english,7,1,cats,item,blonde hair,color
p147,F,45,english,8,2,mittens,nothing,a purple dress,color
p147,F,45,english,9,3,flowers,item,a pink shirt,color
p147,F,45,english,10,1,shovels,nothing,a yellow top,color
p147,F,45,english,11,3,pencils,nothing,no pencils,no
p147,F,45,english,12,3,buckets,nothing,no buckets,no
p147,F,45,english,13,1,apples,item,a blue t-shirt,color
p147,F,45,english,14,2,lollipops,nothing,a blue t-shirt,color
p147,F,45,english,15,0,balloons,nothing,black hair,color
p147,F,45,english,16,1,plants,nothing,red hair,color
p147,F,45,english,17,0,carrots,item,two carrots,noun
p147,F,45,english,18,1,cakes,nothing,a purple t-shirt,color
p147,F,45,english,19,2,phones,nothing,light brown hair,color
p147,F,45,english,20,1,keys,item,black hair,color
p147,F,45,english,21,2,bows,item,a white dress,color
p147,F,45,english,22,3,bananas,nothing,no bananas,no
p147,F,45,english,23,3,crayons,item,a red shirt,color
p147,F,45,english,24,0,umbrellas,item,two umbrellas,noun
p147,F,45,english,25,0,dogs,nothing,a green shirt,color
p147,F,45,english,26,3,forks,item,black hair,color
p147,F,45,english,27,2,cookies,item,a pale yellow shirt,color
p147,F,45,english,28,0,purses,nothing,blonde hair,color
p147,F,45,english,29,2,ice cream cones,nothing,black hair,color
p147,F,45,english,30,3,cars,nothing,no cars,no
p147,F,45,english,31,2,rainboots,item,a blue dress,color
p147,F,45,english,32,0,scissors,item,scissors,noun
p148,F,55,English,1,2,shovels,item,on a yellow shirt,color
p148,F,55,English,2,3,fish,item,on a light blue shirt,color
p148,F,55,English,3,3,buckets,nothing,no buckets,no
p148,F,55,English,4,1,cars,item,on a green shirt,color
p148,F,55,English,5,1,daisies,nothing,on an orange shirt,color
p148,F,55,English,6,0,apples,nothing,on a blue shirt,color
p148,F,55,English,7,3,plants,nothing,no potted plants,no
p148,F,55,English,8,2,balloons,item,black hair,color
p148,F,55,English,9,3,purses,item,on a purple blouse,color
p148,F,55,English,10,1,kites,item,on a green sweater,color
p148,F,55,English,11,3,mittens,nothing,no mittens,no
p148,F,55,English,12,0,umbrellas,nothing,on a red shirt,color
p148,F,55,English,13,2,crayons,item,black hair,color
p148,F,55,English,14,2,donuts,nothing,on a purple shirt,color
p148,F,55,English,15,0,scissors,nothing,on a green shirt,color
p148,F,55,English,16,2,lollipops,nothing,on a light blue shirt,color
p148,F,55,English,17,1,presents,nothing,on a yellow blouse,color
p148,F,55,English,18,1,carrots,item,a pink band in her hair,color
p148,F,55,English,19,1,ice cream cones,item,on an orange shirt,color
p148,F,55,English,20,0,cats,item,two cats,noun
p148,F,55,English,21,0,guitars,item,two guitars,noun
p148,F,55,English,22,0,bows,item,ribbons in her hair,noun
p148,F,55,English,23,3,cookies,nothing,an empty tray,empty
p148,F,55,English,24,3,pencils,item,on a purple shirt,color
p148,F,55,English,25,1,dogs,nothing,on a green shirt,color
p148,F,55,English,26,2,phones,nothing,on a pink shirt,color
p148,F,55,English,27,2,bananas,nothing,on a red shirt,color
p148,F,55,English,28,2,cakes,item,on a purple shirt,color
p148,F,55,English,29,1,keys,nothing,on an orange shirt,color
p148,F,55,English,30,0,flowers,item,flowers in her basket,noun
p148,F,55,English,31,3,forks,item,black hair,color
p148,F,55,English,32,0,rainboots,nothing,on a light green dress,color
p149,F,35,English,1,0,buckets,item, two green buckets,noun
p149,F,35,English,2,2,rainboots,item,brown wavy hair,color
p149,F,35,English,3,2,cookies,nothing,no cookies,no
p149,F,35,English,4,3,lollipops,item, a light blue shirt on,color
p149,F,35,English,5,1,flowers,item,two flowers in her basket,noun
p149,F,35,English,6,0,kites,nothing,blonde hair,color
p149,F,35,English,7,1,cars,nothing,a green shirt,color
p149,F,35,English,8,2,presents,item,two gifts on her lap,noun
p149,F,35,English,9,1,cakes,nothing,a purple shirt,color
p149,F,35,English,10,0,fish,nothing,a light blue shirt on,color
p149,F,35,English,11,0,phones,item,two phones in her hand,noun
p149,F,35,English,12,1,cats,nothing,a green dress on,color
p149,F,35,English,13,3,purses,item,blonde hair,color
p149,F,35,English,14,3,mittens,item,a purple dress on,color
p149,F,35,English,15,3,shovels,nothing,no shovels,no
p149,F,35,English,16,3,umbrellas,nothing,no umbrellas,no
p149,F,35,English,17,2,carrots,item,two carrots in her basket,noun
p149,F,35,English,18,2,scissors,item,a green shirt on,color
p149,F,35,English,19,0,ice cream cones,item,two ice cream cones,noun
p149,F,35,English,20,1,keys,item,keys in his hand,noun
p149,F,35,English,21,2,bows,nothing,a yellow dress on,color
p149,F,35,English,22,1,apples,item,two apples,noun
p149,F,35,English,23,2,guitars,nothing,a green shirt on,color
p149,F,35,English,24,3,pencils,item,a red shirt on,color
p149,F,35,English,25,1,daisies,item,flowers in his hand,noun
p149,F,35,English,26,0,crayons,nothing,black hair,color
p149,F,35,English,27,3,bananas,nothing,no bananas,no
p149,F,35,English,28,2,balloons,nothing,a green shirt on,color
p149,F,35,English,29,1,donuts,nothing,a purple shirt on,color
p149,F,35,English,30,3,plants,nothing,orange hair,color
p149,F,35,English,31,0,dogs,item,two dogs,noun
p149,F,35,English,32,0,forks,nothing,a blue shirt on,color
p15,F,35,english,1,2,plants,item,two plants,noun
p15,F,35,english,2,1,bows,item,a yellow dress,color
p15,F,35,english,3,3,forks,nothing,a blue shirt,color
p15,F,35,english,4,2,balloons,item,two green balloons,noun
p15,F,35,english,5,1,buckets,nothing,a pink dress,color
p15,F,35,english,6,3,donuts,item,two donuts,noun
p15,F,35,english,7,3,cookies,nothing,an empty tray,empty
p15,F,35,english,8,2,dogs,item,two dogs,noun
p15,F,35,english,9,2,pencils,nothing,blonde hair,color
p15,F,35,english,10,0,scissors,nothing,a green shirt,color
p15,F,35,english,11,0,kites,item,two kites,noun
p15,F,35,english,12,1,umbrellas,nothing,a red shirt,color
p15,F,35,english,13,3,presents,nothing,a yellow shirt,color
p15,F,35,english,14,3,guitars,item,two guitars,noun
p15,F,35,english,15,2,fish,nothing,a blue shirt,color
p15,F,35,english,16,3,carrots,nothing,an empty basket,empty
p15,F,35,english,17,0,keys,item,two keys,noun
p15,F,35,english,18,1,cakes,item,two cakes,noun
p15,F,35,english,19,0,daisies,nothing,an orange shirt,color
p15,F,35,english,20,0,apples,item,two apples,noun
p15,F,35,english,21,1,lollipops,nothing,a blue shirt,color
p15,F,35,english,22,2,shovels,nothing,a yellow shirt,color
p15,F,35,english,23,1,rainboots,item,a green dress,color
p15,F,35,english,24,1,cars,nothing,a green shirt,color
p15,F,35,english,25,1,phones,item,two phones,noun
p15,F,35,english,26,2,bananas,item,two bananas,noun
p15,F,35,english,27,0,crayons,nothing,a red shirt,color
p15,F,35,english,28,3,purses,item,a purple shirt,color
p15,F,35,english,29,0,ice cream cones,item,two ice cream,noun
p15,F,35,english,30,0,mittens,nothing,a purple dress,color
p15,F,35,english,31,3,cats,item,two cats,noun
p15,F,35,english,32,2,flowers,nothing,an orange shirt,color
p150,F,35,english,1,3,purses,nothing,no baskets,no
p150,F,35,english,2,1,mittens,nothing,a blue shirt,color
p150,F,35,english,3,2,pencils,nothing,no pencils on his desk,no
p150,F,35,english,4,1,flowers,item,2 flowers in her basket,noun
p150,F,35,english,5,2,cats,item,blonde hair,color
p150,F,35,english,6,3,presents,item,a yellow shirt,color
p150,F,35,english,7,0,fish,nothing,a turquoise shirt,color
p150,F,35,english,8,2,carrots,item,a red blouse.,color
p150,F,35,english,9,2,bananas,item,a red shirt and two bananas,noun
p150,F,35,english,10,1,apples,item,a blue shirt,color
p150,F,35,english,11,0,shovels,item,two shovels,noun
p150,F,35,english,12,1,forks,nothing,a turquoise shirt,color
p150,F,35,english,13,1,cars,nothing,a green shirt,color
p150,F,35,english,14,0,phones,item,two cell phones,noun
p150,F,35,english,15,0,guitars,item,two acoustic guitars,noun
p150,F,35,english,16,1,kites,nothing,a green shirt,color
p150,F,35,english,17,3,daisies,item,a peach shirt,color
p150,F,35,english,18,0,cookies,nothing,a yellow shirt,color
p150,F,35,english,19,1,donuts,item,a purple shirt,color
p150,F,35,english,20,3,cakes,item,a blue shirt,color
p150,F,35,english,21,1,ice cream cones,item,two ice cream cones,noun
p150,F,35,english,22,3,dogs,nothing,a green shirt,color
p150,F,35,english,23,0,rainboots,item,blue boots,noun
p150,F,35,english,24,0,buckets,nothing,a pink dress,color
p150,F,35,english,25,3,crayons,item,a red shirt,color
p150,F,35,english,26,2,keys,nothing,an orange shirt,color
p150,F,35,english,27,2,bows,item,a yellow dress,color
p150,F,35,english,28,2,lollipops,nothing,a blue shirt,color
p150,F,35,english,29,2,scissors,nothing,a green shirt,color
p150,F,35,english,30,3,balloons,nothing,a green shirt,color
p150,F,35,english,31,3,umbrellas,nothing,a red shirt and no umbrellas,no
p150,F,35,english,32,0,plants,nothing,a blue shirt,color
p151,F,35,English,1,1,pencils,item,a maroon shirt,color
p151,F,35,English,2,3,shovels,item,a yellow shirt,color
p151,F,35,English,3,3,flowers,nothing,no flowers,no
p151,F,35,English,4,2,guitars,item,a green shirt,color
p151,F,35,English,5,3,plants,nothing,no plants,no
p151,F,35,English,6,3,bananas,nothing,a red shirt,color
p151,F,35,English,7,0,donuts,item,two donuts,noun
p151,F,35,English,8,1,fish,nothing,a teal shirt,color
p151,F,35,English,9,0,cakes,item,two cakes,noun
p151,F,35,English,10,2,dogs,nothing,light brown hair,color
p151,F,35,English,11,1,buckets,item,two pails ,noun
p151,F,35,English,12,1,presents,nothing,a yellow shirt,color
p151,F,35,English,13,0,scissors,nothing,a green shirt,color
p151,F,35,English,14,2,bows,item,bows in her hair,noun
p151,F,35,English,15,3,kites,item,blonde hair,color
p151,F,35,English,16,2,daisies,nothing,an orange shirt,color
p151,F,35,English,17,1,cars,item,two red cars,noun
p151,F,35,English,18,3,cats,nothing,blonde hair,color
p151,F,35,English,19,2,lollipops,item,a blue shirt,color
p151,F,35,English,20,0,carrots,nothing,a red hair band,color
p151,F,35,English,21,2,balloons,nothing,a green shirt,color
p151,F,35,English,22,2,umbrellas,nothing,a red shirt,color
p151,F,35,English,23,3,forks,item,black hair,color
p151,F,35,English,24,2,rainboots,item,a light green dress,color
p151,F,35,English,25,1,apples,item,orange hair,color
p151,F,35,English,26,3,keys,item,a red shirt,color
p151,F,35,English,27,0,purses,item,two bags,noun
p151,F,35,English,28,1,crayons,nothing,black hair,color
p151,F,35,English,29,0,mittens,nothing,a purple dress,color
p151,F,35,English,30,0,phones,nothing,a bright red shirt,color
p151,F,35,English,31,1,cookies,nothing,a yellow shirt,color
p151,F,35,English,32,0,ice cream cones,item,two ice cream cones,noun
p152,F,35,English,1,2,guitars,nothing,a green shirt,color
p152,F,35,English,2,2,cars,item,two red cars,noun
p152,F,35,English,3,3,dogs,item,brown curly hair,color
p152,F,35,English,4,1,bows,item,a light yellow dress,color
p152,F,35,English,5,2,bananas,item,blonde hair,color
p152,F,35,English,6,3,forks,nothing,no utensils,no
p152,F,35,English,7,3,umbrellas,nothing,a red shirt and brown shorts,color
p152,F,35,English,8,2,mittens,item,a light purple dress,color
p152,F,35,English,9,2,daisies,item,two daisies,noun
p152,F,35,English,10,0,scissors,nothing,a green shirt,color
p152,F,35,English,11,1,cakes,item,two birthday cakes,noun
p152,F,35,English,12,1,shovels,nothing,a yellow shirt,color
p152,F,35,English,13,1,presents,nothing,her hands crossed in her lap,body
p152,F,35,English,14,3,lollipops,nothing,a light blue shirt,color
p152,F,35,English,15,0,plants,nothing,orange hair,color
p152,F,35,English,16,0,fish,item,caught two big fish,noun
p152,F,35,English,17,0,rainboots,item,teal rain boots,noun
p152,F,35,English,18,3,cookies,nothing,an empty tray,empty
p152,F,35,English,19,2,purses,nothing,a nice outfit,clothing
p152,F,35,English,20,0,phones,item,"two phones, one for her clients and one for her friends",noun
p152,F,35,English,21,3,balloons,item,"two green balloons, just like everyone else",noun
p152,F,35,English,22,1,crayons,nothing,a clean desk,othernoun
p152,F,35,English,23,1,pencils,item,two number 2 pencils,noun
p152,F,35,English,24,1,cats,item,two fluffy cats,noun
p152,F,35,English,25,2,kites,nothing,a smile on his face,body
p152,F,35,English,26,3,carrots,item,two carrots in her basket,noun
p152,F,35,English,27,3,apples,item,two crunchy apples,noun
p152,F,35,English,28,0,flowers,item,two orange zinnias in her basket,noun
p152,F,35,English,29,0,keys,nothing,dark brown hair,color
p152,F,35,English,30,1,buckets,nothing,a bright pink dress,color
p152,F,35,English,31,0,ice cream cones,nothing,one hand in the air,body
p152,F,35,English,32,2,donuts,nothing,a magenta shirt,color
p153,M,35,English,1,1,cakes,item,two cakes,noun
p153,M,35,English,2,0,scissors,item,2 pairs of scissors,noun
p153,M,35,English,3,2,umbrellas,nothing,a red shirt,color
p153,M,35,English,4,1,forks,item,two forks,noun
p153,M,35,English,5,0,fish,nothing,a light blue shirt,color
p153,M,35,English,6,3,purses,nothing,a purple shirt,color
p153,M,35,English,7,3,phones,item,two cell phones,noun
p153,M,35,English,8,1,keys,nothing,a red shirt,color
p153,M,35,English,9,0,kites,item,two kites,noun
p153,M,35,English,10,3,lollipops,nothing,a blue shirt,color
p153,M,35,English,11,2,apples,nothing,a blue shirt,color
p153,M,35,English,12,2,bananas,item,two bananas,noun
p153,M,35,English,13,1,buckets,nothing,a pink dress,color
p153,M,35,English,14,2,cars,item,two cars,noun
p153,M,35,English,15,2,carrots,item,two carrots,noun
p153,M,35,English,16,0,balloons,nothing,a green shirt,color
p153,M,35,English,17,3,daisies,item,two flowers,noun
p153,M,35,English,18,2,donuts,nothing,a purple shirt,color
p153,M,35,English,19,3,guitars,item,two guitars,noun
p153,M,35,English,20,3,rainboots,nothing,a light green shirt,color
p153,M,35,English,21,1,presents,nothing,a yellow shirt,color
p153,M,35,English,22,0,mittens,nothing,a purple dress,color
p153,M,35,English,23,0,cookies,item,two cookies,noun
p153,M,35,English,24,0,pencils,item,two pencils,noun
p153,M,35,English,25,2,dogs,item,two dogs,noun
p153,M,35,English,26,3,ice cream cones,item,two ice cream cones,noun
p153,M,35,English,27,2,shovels,nothing,a yellow shirt,color
p153,M,35,English,28,1,flowers,item,two flowers,noun
p153,M,35,English,29,1,cats,nothing,a teal dress,color
p153,M,35,English,30,0,crayons,nothing,a red shirt,color
p153,M,35,English,31,1,bows,item,pigtails,body
p153,M,35,English,32,3,plants,nothing,a blue shirt,color
p154,M,45,english,1,3,rainboots,nothing,no boots.,no
p154,M,45,english,2,1,scissors,item,a green shirt,color
p154,M,45,english,3,0,umbrellas,item,umbrellas,noun
p154,M,45,english,4,2,bananas,nothing,a red shirt,color
p154,M,45,english,5,1,carrots,nothing,a pink headband,color
p154,M,45,english,6,1,dogs,nothing,a green shirt,color
p154,M,45,english,7,1,mittens,nothing,light blue dress,color
p154,M,45,english,8,1,buckets,item,two green buckets and purple dress,noun
p154,M,45,english,9,0,fish,nothing,a light blue top,color
p154,M,45,english,10,2,plants,item,two potted plants and a blue shirt,noun
p154,M,45,english,11,2,forks,item,black hair,color
p154,M,45,english,12,1,apples,nothing,a blue shirt,color
p154,M,45,english,13,0,cars,nothing,a green shirt,color
p154,M,45,english,14,0,daisies,item,flowers,noun
p154,M,45,english,15,0,pencils,nothing,a maroon shirt,color
p154,M,45,english,16,0,lollipops,nothing,dark brown hair,color
p154,M,45,english,17,3,cakes,nothing,no cake,no
p154,M,45,english,18,0,guitars,item,guitars,noun
p154,M,45,english,19,3,crayons,item,a red shirt,color
p154,M,45,english,20,2,bows,nothing,a pale yellow dress,color
p154,M,45,english,21,3,presents,item,a pale yellow shirt,color
p154,M,45,english,22,2,cats,nothing,blonde hair,color
p154,M,45,english,23,1,kites,item,a green shirt,color
p154,M,45,english,24,3,cookies,item,a yellow shirt,color
p154,M,45,english,25,2,shovels,nothing,a yellow top,color
p154,M,45,english,26,3,donuts,nothing,no donuts,no
p154,M,45,english,27,3,keys,nothing,no keys,no
p154,M,45,english,28,2,balloons,item,a green shirt,color
p154,M,45,english,29,1,phones,item,brown hair and two phones,noun
p154,M,45,english,30,0,ice cream cones,item,ice cream cones,noun
p154,M,45,english,31,2,flowers,item,an orange top,color
p154,M,45,english,32,3,purses,item,blonde hair,color
p155,M,65,English,1,0,phones,item,two cell phones,noun
p155,M,65,English,2,1,cakes,item,two cakes,noun
p155,M,65,English,3,2,flowers,item,an orange shirt on,color
p155,M,65,English,4,3,ice cream cones,item,an orange shirt on,color
p155,M,65,English,5,3,presents,nothing,a yellow shirt on,color
p155,M,65,English,6,3,plants,nothing,orange hair,color
p155,M,65,English,7,3,lollipops,item,a blue shirt on,color
p155,M,65,English,8,2,daisies,item,an orange shirt on,color
p155,M,65,English,9,0,rainboots,nothing,a green dress on,color
p155,M,65,English,10,2,kites,nothing,blonde hair,color
p155,M,65,English,11,1,cars,item,a green shirt on,color
p155,M,65,English,12,3,cookies,item,a yellow shirt on,color
p155,M,65,English,13,2,crayons,item,black hair,color
p155,M,65,English,14,1,purses,nothing,orange hair,color
p155,M,65,English,15,3,forks,nothing,black hair,color
p155,M,65,English,16,1,pencils,nothing,a maroon shirt on,color
p155,M,65,English,17,3,apples,item,a blue shirt on,color
p155,M,65,English,18,3,buckets,nothing,a pink dress on,color
p155,M,65,English,19,1,dogs,item,a green shirt on,color
p155,M,65,English,20,1,umbrellas,item,a red shirt on,color
p155,M,65,English,21,0,shovels,nothing,a yellow shirt on,color
p155,M,65,English,22,0,guitars,nothing,a green shirt on,color
p155,M,65,English,23,0,cats,item,two cats,noun
p155,M,65,English,24,0,balloons,item,two baloons,noun
p155,M,65,English,25,1,fish,nothing,a light blue shirt on,color
p155,M,65,English,26,2,mittens,nothing,a purple dress on,color
p155,M,65,English,27,2,scissors,nothing,a green shirt on,color
p155,M,65,English,28,2,keys,nothing,a red shirt on,color
p155,M,65,English,29,1,carrots,nothing,a red shirt on,color
p155,M,65,English,30,2,bananas,item,a red shirt on,color
p155,M,65,English,31,0,bows,item,yellow dress on,color
p155,M,65,English,32,0,donuts,nothing,a maroon shirt on,color
p156,M,25,English,1,3,ice cream cones,nothing,no icecream,no
p156,M,25,English,2,1,phones,nothing,a red shirt,color
p156,M,25,English,3,3,cookies,item,a yellow shirt,color
p156,M,25,English,4,0,guitars,nothing,a green shirt,color
p156,M,25,English,5,1,forks,item,a blue shirt,color
p156,M,25,English,6,3,balloons,item,a green shirt,color
p156,M,25,English,7,0,plants,item,two plants,noun
p156,M,25,English,8,1,buckets,item,a red dress ,color
p156,M,25,English,9,0,pencils,nothing,a red shirt,color
p156,M,25,English,10,3,umbrellas,nothing,a orange shirt,color
p156,M,25,English,11,2,lollipops,item,a blue shirt,color
p156,M,25,English,12,3,cars,item,a green shirt,color
p156,M,25,English,13,1,bows,nothing,a yellow dress,color
p156,M,25,English,14,2,shovels,item,a yellow shirt,color
p156,M,25,English,15,0,apples,nothing,a blue shirt,color
p156,M,25,English,16,0,purses,item, two purses,noun
p156,M,25,English,17,2,scissors,item,a green shirt,color
p156,M,25,English,18,2,presents,nothing,a yellow shirt,color
p156,M,25,English,19,3,cakes,item,a purple shirt,color
p156,M,25,English,20,1,rainboots,item,a light green dress,color
p156,M,25,English,21,0,kites,nothing,blonde hair,color
p156,M,25,English,22,3,flowers,nothing,a orange shirt,color
p156,M,25,English,23,2,daisies,nothing,a orange shirt,color
p156,M,25,English,24,3,crayons,nothing,a red shirt,color
p156,M,25,English,25,1,mittens,item,a purple dress,color
p156,M,25,English,26,2,dogs,nothing,a green shirt,color
p156,M,25,English,27,1,bananas,nothing,a red shirt,color
p156,M,25,English,28,1,donuts,nothing,a purple shirt,color
p156,M,25,English,29,2,keys,nothing,a orange shirt,color
p156,M,25,English,30,2,cats,item,a green dress,color
p156,M,25,English,31,0,fish,item,a fishing rod,noun
p156,M,25,English,32,0,carrots,item,two carrots,noun
p157,M,66,English,1,1,dogs,item,a green shirt and two dogs.,noun
p157,M,66,English,2,1,pencils,nothing,a purple shirt but no pencils.,no
p157,M,66,English,3,1,cookies,nothing,a yellow shirt but no cookies,no
p157,M,66,English,4,1,plants,nothing,red hair and a blue shirt,color
p157,M,66,English,5,0,umbrellas,item,is wearing a red shirt while holding two umbrellas,noun
p157,M,66,English,6,2,keys,nothing,on a red shirt.,color
p157,M,66,English,7,3,donuts,item,on a purple top and has two iced doughnuts,noun
p157,M,66,English,8,2,kites,nothing,yellow hair and is wearing a green shirt,color
p157,M,66,English,9,3,ice cream cones,item,two ice creams and is wearing an orange shirt,noun
p157,M,66,English,10,3,lollipops,nothing,has no suckers.,no
p157,M,66,English,11,0,daisies,item,two flowers and a yellow shirt,noun
p157,M,66,English,12,3,buckets,item,"brown hair, a pink dress, and two pails",noun
p157,M,66,English,13,2,cats,item,"yellow hair, a teal dress, and two cats",noun
p157,M,66,English,14,3,crayons,nothing,"on a red top, but she has no crayons",no
p157,M,66,English,15,0,scissors,nothing,has brown hair and is wearing a green shirt,color
p157,M,66,English,16,0,shovels,nothing,dark brown hair and is wearing a yellow shirt,color
p157,M,66,English,17,2,guitars,nothing,"on a green shirt, but he has no guitars",no
p157,M,66,English,18,0,flowers,nothing,"blonde hair, an orange hair band, and is wearing an orange top",color
p157,M,66,English,19,3,balloons,nothing,"on a green shirt, has black hair, but has no balloons",no
p157,M,66,English,20,2,mittens,nothing,"on a violet dress, has brown hair, and is not wearing mittens",not
p157,M,66,English,21,1,bananas,item,"blonde hair, a red shirt, and two bananas",noun
p157,M,66,English,22,1,bows,nothing,"black hair, and is wearing a yellow dress",color
p157,M,66,English,23,2,rainboots,item,"brown hair, a greenish dress, and is wearing blue and yellow boots",noun
p157,M,66,English,24,1,carrots,item,"on a purple top, a pink hair band, and has two carrots in her basket",noun
p157,M,66,English,25,3,presents,item,"on a yellow shirt, and has two presents on her lap",noun
p157,M,66,English,26,2,forks,item,"black hair, a blue shirt, and two forks",noun
p157,M,66,English,27,0,fish,nothing,brown hair and a blue shirt,color
p157,M,66,English,28,1,cakes,item,"two cakes that have 5 candles each, and a blue shirt",noun
p157,M,66,English,29,0,apples,item,"yellow hair, a blue shirt, and two apples",noun
p157,M,66,English,30,0,cars,item,"dark hair, a green t-shirt, and two red toy cars",noun
p157,M,66,English,31,2,phones,item,"light hair, a pinkish shirt, and two blue phones",noun
p157,M,66,English,32,3,purses,nothing,"yellow hair, a purplish top, and none of the jewelry",other
p158,M,65,English,1,3,balloons,nothing,no balloons,no
p158,M,65,English,2,0,fish,nothing,a lite blue shirt on,color
p158,M,65,English,3,0,scissors,item,two pairs of scissors,noun
p158,M,65,English,4,0,cakes,nothing,a purple shirt on,color
p158,M,65,English,5,1,shovels,nothing,a yellow shirt on,color
p158,M,65,English,6,0,mittens,nothing,has dark brown hair,color
p158,M,65,English,7,3,kites,nothing,no kites,no
p158,M,65,English,8,2,forks,item,two forks and lite blue shirt,noun
p158,M,65,English,9,2,pencils,item,two pencils and maroon shirt,noun
p158,M,65,English,10,2,daisies,nothing,has no flowers and orange shirt,no
p158,M,65,English,11,0,crayons,item,has two crayons,noun
p158,M,65,English,12,1,bows,item,has a yellow dress,color
p158,M,65,English,13,3,flowers,nothing,not flowers in her basket,not
p158,M,65,English,14,0,cars,item,two cars to play with,noun
p158,M,65,English,15,0,donuts,item,two donuts to eat,noun
p158,M,65,English,16,2,rainboots,item,Has a lite green dress,color
p158,M,65,English,17,2,ice cream cones,item,an orange shirt on,color
p158,M,65,English,18,1,umbrellas,nothing,has a red shirt on,color
p158,M,65,English,19,1,bananas,item,has a red shirt on,color
p158,M,65,English,20,2,keys,nothing,a red shirt on,color
p158,M,65,English,21,3,phones,item,has a red shirt and light brown hair,color
p158,M,65,English,22,1,buckets,item,Has light brown hair and two buckets,noun
p158,M,65,English,23,0,purses,nothing,a purple blouse and blond hair,color
p158,M,65,English,24,3,carrots,item,a maroon shirt,color
p158,M,65,English,25,1,lollipops,item,has a lite blue shirt,color
p158,M,65,English,26,3,guitars,item,a bright green shirt,color
p158,M,65,English,27,2,apples,nothing,a purple shirt,color
p158,M,65,English,28,2,cookies,nothing,a yellow shirt,color
p158,M,65,English,29,3,dogs,item,bright green shirt,color
p158,M,65,English,30,1,presents,nothing,a lite yellow shirt,color
p158,M,65,English,31,1,cats,nothing,a lite green dress,color
p158,M,65,English,32,3,plants,nothing,no plants,no
