"","subid","gender","age","language","trial.num","context.condition","item","trial.type","response","coding"
"1563",64,"M",35,"English",27,3,"bows","item","two ribbons in  her hair","noun"
"1564",64,"M",35,"English",28,2,"lollipops","nothing","no lollipops","no"
"1565",64,"M",35,"English",29,0,"kites","nothing","nothing in his hands","nothing"
"1566",64,"M",35,"English",30,0,"phones","nothing","one arm raised","body"
"1567",64,"M",35,"English",31,1,"daisies","nothing","no flowers in his hand","no"
"1568",64,"M",35,"English",32,0,"cats","item","two cats next to her","noun"
"1569",66,"Decline",25,"english",1,2,"forks","item","two forks","noun"
"1570",66,"Decline",25,"english",2,0,"bananas","nothing","shoes on","clothing"
"1571",66,"Decline",25,"english",3,2,"fish","item","a fishing pole","noun"
"1572",66,"Decline",25,"english",4,0,"rainboots","item","Boots","noun"
"1573",66,"Decline",25,"english",5,2,"cookies","nothing","no cookies","no"
"1574",66,"Decline",25,"english",6,1,"donuts","nothing","no doughnuts","no"
"1575",66,"Decline",25,"english",7,2,"kites","item","two kites","noun"
"1576",66,"Decline",25,"english",8,3,"presents","nothing","no presents","no"
"1577",66,"Decline",25,"english",9,2,"ice cream cones","item","two ice cream cones","noun"
"1578",66,"Decline",25,"english",10,3,"bows","item","two bows in her hair","noun"
"1579",66,"Decline",25,"english",11,0,"lollipops","item","two lollipops","noun"
"1580",66,"Decline",25,"english",12,2,"guitars","nothing","nothing","nothing"
"1581",66,"Decline",25,"english",13,3,"umbrellas","nothing","no umbrella","no"
"1582",66,"Decline",25,"english",14,3,"keys","nothing","no keys","no"
"1583",66,"Decline",25,"english",15,0,"cakes","item","two cakes","noun"
"1584",66,"Decline",25,"english",16,1,"cars","item","two red cars","noun"
"1585",66,"Decline",25,"english",17,0,"apples","nothing","nothing","nothing"
"1586",66,"Decline",25,"english",18,0,"crayons","nothing","two doughnuts","noun"
"1587",66,"Decline",25,"english",19,3,"purses","item","two handbags","noun"
"1588",66,"Decline",25,"english",20,1,"scissors","item","two scissors","noun"
"1589",66,"Decline",25,"english",21,0,"pencils","item","two pencils","noun"
"1590",66,"Decline",25,"english",22,2,"phones","nothing","no telephone","no"
"1591",66,"Decline",25,"english",23,1,"balloons","nothing","no balloons","no"
"1592",66,"Decline",25,"english",24,0,"daisies","nothing","nothing","nothing"
"1593",66,"Decline",25,"english",25,3,"cats","item","two cats","noun"
"1594",66,"Decline",25,"english",26,3,"mittens","item","two oven mitts","noun"
"1595",66,"Decline",25,"english",27,1,"shovels","nothing","no shovel","no"
"1596",66,"Decline",25,"english",28,3,"flowers","nothing","no flowers","no"
"1597",66,"Decline",25,"english",29,1,"dogs","item","two dogs","noun"
"1598",66,"Decline",25,"english",30,1,"plants","nothing","no plants","no"
"1599",66,"Decline",25,"english",31,2,"buckets","nothing","no buckets","no"
"1600",66,"Decline",25,"english",32,1,"carrots","item","two carrots","noun"
"1601",67,"M",35,"english",1,0,"fish","nothing","nothing","nothing"
"1602",67,"M",35,"english",2,0,"cats","nothing","nothing","nothing"
"1603",67,"M",35,"english",3,2,"pencils","item","two pencils","noun"
"1604",67,"M",35,"english",4,3,"purses","nothing","no purses","no"
"1605",67,"M",35,"english",5,1,"plants","item","two plants","noun"
"1606",67,"M",35,"english",6,2,"cookies","nothing","no cookies","no"
"1607",67,"M",35,"english",7,3,"shovels","item","two shovels","noun"
"1608",67,"M",35,"english",8,2,"daisies","item","two flowers","noun"
"1609",67,"M",35,"english",9,1,"keys","nothing","no keys","no"
"1610",67,"M",35,"english",10,2,"mittens","item","two mittens","noun"
"1611",67,"M",35,"english",11,1,"dogs","item","two dogs","noun"
"1612",67,"M",35,"english",12,1,"bananas","nothing","no bananas","no"
"1613",67,"M",35,"english",13,0,"scissors","item","two pair of scissors","noun"
"1614",67,"M",35,"english",14,2,"kites","nothing","no kites","no"
"1615",67,"M",35,"english",15,1,"donuts","nothing","no donuts","no"
"1616",67,"M",35,"english",16,3,"lollipops","nothing","no lollipops","no"
"1617",67,"M",35,"english",17,2,"flowers","nothing","no flowers","no"
"1618",67,"M",35,"english",18,3,"forks","item","two forks","noun"
"1619",67,"M",35,"english",19,1,"apples","item","two apples","noun"
"1620",67,"M",35,"english",20,0,"balloons","item","two balloons","noun"
"1621",67,"M",35,"english",21,1,"buckets","nothing","no buckets","no"
"1622",67,"M",35,"english",22,3,"guitars","nothing","no guitars","no"
"1623",67,"M",35,"english",23,0,"umbrellas","item","two umbrellas","noun"
"1624",67,"M",35,"english",24,3,"carrots","item","two carrots","noun"
"1625",67,"M",35,"english",25,0,"rainboots","nothing","nothing","nothing"
"1626",67,"M",35,"english",26,0,"phones","nothing","nothing","nothing"
"1627",67,"M",35,"english",27,0,"ice cream cones","item","two ice cream cones","noun"
"1628",67,"M",35,"english",28,3,"cakes","nothing","no cakes","no"
"1629",67,"M",35,"english",29,3,"cars","item","two cars","noun"
"1630",67,"M",35,"english",30,1,"bows","item","two bows","noun"
"1631",67,"M",35,"english",31,2,"presents","item","two presents","noun"
"1632",67,"M",35,"english",32,2,"crayons","nothing","no crayons","no"
"1633",68,"F",65,"english",1,0,"donuts","item","donuts","noun"
"1634",68,"F",65,"english",2,1,"flowers","nothing","no flowers","no"
"1635",68,"F",65,"english",3,0,"balloons","item","ballons","noun"
"1636",68,"F",65,"english",4,3,"rainboots","item","blue boots on","noun"
"1637",68,"F",65,"english",5,2,"buckets","nothing","black shoes","clothing"
"1638",68,"F",65,"english",6,2,"daisies","item","2 daisies","noun"
"1639",68,"F",65,"english",7,3,"guitars","nothing","green shirt","clothing"
"1640",68,"F",65,"english",8,0,"dogs","nothing","brown hair","body"
"1641",68,"F",65,"english",9,0,"lollipops","item","2 suckers","noun"
"1642",68,"F",65,"english",10,0,"scissors","nothing","green shirt","clothing"
"1643",68,"F",65,"english",11,2,"keys","item","a key ring","noun"
"1644",68,"F",65,"english",12,2,"fish","nothing","light blue shirt","clothing"
"1645",68,"F",65,"english",13,1,"umbrellas","item","2 umbrellas","noun"
"1646",68,"F",65,"english",14,0,"phones","nothing","a big smile","other"
"1647",68,"F",65,"english",15,1,"carrots","item","2 carrots","noun"
"1648",68,"F",65,"english",16,1,"bananas","nothing","blond hair","body"
"1649",68,"F",65,"english",17,3,"kites","item","2 kites","noun"
"1650",68,"F",65,"english",18,3,"purses","nothing","gray skirt","clothing"
"1651",68,"F",65,"english",19,3,"apples","item","2 apples","noun"
"1652",68,"F",65,"english",20,0,"shovels","nothing","yellow shirt","clothing"
"1653",68,"F",65,"english",21,1,"forks","nothing","a desk","othernoun"
"1654",68,"F",65,"english",22,2,"ice cream cones","item","2 ice cream cones","noun"
"1655",68,"F",65,"english",23,0,"presents","item","2 presents","noun"
"1656",68,"F",65,"english",24,2,"cakes","nothing","purple shirt","clothing"
"1657",68,"F",65,"english",25,2,"crayons","nothing","red shirt","clothing"
"1658",68,"F",65,"english",26,3,"pencils","nothing","no pencils","no"
"1659",68,"F",65,"english",27,1,"plants","item","2 plants","noun"
"1660",68,"F",65,"english",28,3,"cars","nothing","no cars","no"
"1661",68,"F",65,"english",29,1,"cats","item","2 cats","noun"
"1662",68,"F",65,"english",30,1,"bows","nothing","no ribbons","no"
"1663",68,"F",65,"english",31,3,"mittens","item","blue mittens","noun"
"1664",68,"F",65,"english",32,2,"cookies","item","a platter","othernoun"
"1665",69,"F",55,"English",1,0,"rainboots","nothing","three clones","other"
"1666",69,"F",55,"English",2,0,"donuts","nothing","three other sisters","other"
"1667",69,"F",55,"English",3,1,"dogs","nothing","independence","other"
"1668",69,"F",55,"English",4,2,"pencils","item","his two pencils","noun"
"1669",69,"F",55,"English",5,1,"keys","nothing","lost his keys","other"
"1670",69,"F",55,"English",6,3,"presents","item","remembered to bring her presents","other"
"1671",69,"F",55,"English",7,3,"guitars","item","two guitars","noun"
"1672",69,"F",55,"English",8,3,"plants","nothing","killed his two plants","other"
"1673",69,"F",55,"English",9,3,"purses","item","two purses and is ready to go shopping","noun"
"1674",69,"F",55,"English",10,2,"flowers","nothing","not remembered to go to the nursery","not"
"1675",69,"F",55,"English",11,1,"fish","item","a fishing pole and two fish","noun"
"1676",69,"F",55,"English",12,1,"lollipops","item","two lollipops","noun"
"1677",69,"F",55,"English",13,2,"phones","item","an extra cell phone","noun"
"1678",69,"F",55,"English",14,2,"scissors","item","two scissors","noun"
"1679",69,"F",55,"English",15,1,"daisies","nothing","no romantic interest at this time","other"
"1680",69,"F",55,"English",16,2,"umbrellas","nothing","no umbrella","no"
"1681",69,"F",55,"English",17,1,"mittens","item","her mittens on","noun"
"1682",69,"F",55,"English",18,3,"carrots","nothing","dug a hole","other"
"1683",69,"F",55,"English",19,0,"apples","item","two apples","noun"
"1684",69,"F",55,"English",20,1,"kites","nothing","let his kites go","noun"
"1685",69,"F",55,"English",21,3,"buckets","nothing","no buckets","no"
"1686",69,"F",55,"English",22,2,"cats","nothing","no kitties","no"
"1687",69,"F",55,"English",23,0,"ice cream cones","nothing","a nice wave","other"
"1688",69,"F",55,"English",24,0,"cookies","item","two cookies","noun"
"1689",69,"F",55,"English",25,1,"shovels","item","her shovels","noun"
"1690",69,"F",55,"English",26,2,"cars","nothing","no interest in cars","other"
"1691",69,"F",55,"English",27,0,"bows","nothing","a nice smile","other"
"1692",69,"F",55,"English",28,0,"forks","item","an extra fork","noun"
"1693",69,"F",55,"English",29,2,"cakes","item","two birthday cakes","noun"
"1694",69,"F",55,"English",30,3,"bananas","item","his two bananas","noun"
"1695",69,"F",55,"English",31,0,"balloons","item","two green balloons","noun"
"1696",69,"F",55,"English",32,3,"crayons","nothing","to borrow a blue crayon","noun"
"1697",71,"F",25,"English",1,3,"lollipops","item","two lollipops","noun"
"1698",71,"F",25,"English",2,1,"daisies","nothing","no flowers","no"
"1699",71,"F",25,"English",3,2,"scissors","item","two red pairs of scissors","noun"
"1700",71,"F",25,"English",4,2,"cars","item","two red cars","noun"
"1701",71,"F",25,"English",5,0,"apples","item","two apples","noun"
"1702",71,"F",25,"English",6,2,"pencils","nothing","no pencils","no"
"1703",71,"F",25,"English",7,1,"cookies","item","two cookies","noun"
"1704",71,"F",25,"English",8,1,"buckets","nothing","no buckets","no"
"1705",71,"F",25,"English",9,3,"shovels","item","two shovels","noun"
"1706",71,"F",25,"English",10,2,"bananas","nothing","a red shirt","clothing"
"1707",71,"F",25,"English",11,0,"rainboots","nothing","no shoes on","no"
"1708",71,"F",25,"English",12,1,"ice cream cones","nothing","blue pants","clothing"
"1709",71,"F",25,"English",13,1,"plants","item","two plants","noun"
"1710",71,"F",25,"English",14,0,"kites","nothing","a green sweater","clothing"
"1711",71,"F",25,"English",15,2,"presents","nothing","no presents","no"
"1712",71,"F",25,"English",16,0,"carrots","nothing","a pink headband","clothing"
"1713",71,"F",25,"English",17,1,"bows","nothing","pigtails","body"
"1714",71,"F",25,"English",18,3,"flowers","item","two red flowers","noun"
"1715",71,"F",25,"English",19,3,"mittens","item","light blue mittens","noun"
"1716",71,"F",25,"English",20,0,"donuts","item","two donuts with pink frosting","noun"
"1717",71,"F",25,"English",21,2,"cakes","item","two birthday cakes","noun"
"1718",71,"F",25,"English",22,3,"crayons","nothing","no crayons, but a red shirt","no"
"1719",71,"F",25,"English",23,2,"fish","nothing","no fish","no"
"1720",71,"F",25,"English",24,0,"phones","nothing","a brown skirt","clothing"
"1721",71,"F",25,"English",25,1,"dogs","item","two dogs","noun"
"1722",71,"F",25,"English",26,1,"keys","item","two keys","noun"
"1723",71,"F",25,"English",27,3,"cats","nothing","no cats","no"
"1724",71,"F",25,"English",28,3,"balloons","nothing","no ballons","no"
"1725",71,"F",25,"English",29,0,"purses","item","two purses","noun"
"1726",71,"F",25,"English",30,2,"umbrellas","item","two umbrellas","noun"
"1727",71,"F",25,"English",31,3,"guitars","nothing","no gutars, but a green shirt","no"
"1728",71,"F",25,"English",32,0,"forks","item","two forks","noun"
"1729",73,"F",45,"english",1,0,"cookies","item","cookies","noun"
"1730",73,"F",45,"english",2,2,"pencils","item","two pencils","noun"
"1731",73,"F",45,"english",3,0,"balloons","item","balloons","noun"
"1732",73,"F",45,"english",4,1,"umbrellas","nothing","open arms","body"
"1733",73,"F",45,"english",5,2,"bows","item","hair bows","noun"
"1734",73,"F",45,"english",6,2,"dogs","nothing","long legs","body"
"1735",73,"F",45,"english",7,3,"kites","nothing","no kite","no"
"1736",73,"F",45,"english",8,2,"purses","nothing","a skirt on","clothing"
"1737",73,"F",45,"english",9,3,"daisies","item","two flowers","noun"
"1738",73,"F",45,"english",10,2,"keys","item","keys","noun"
"1739",73,"F",45,"english",11,1,"apples","nothing","no apples","no"
"1740",73,"F",45,"english",12,3,"mittens","nothing","q dress on","clothing"
"1741",73,"F",45,"english",13,3,"cars","item","toy cars","noun"
"1742",73,"F",45,"english",14,1,"lollipops","item","lollipops","noun"
"1743",73,"F",45,"english",15,3,"cats","item","two cats","noun"
"1744",73,"F",45,"english",16,1,"phones","nothing","an open hand","body"
"1745",73,"F",45,"english",17,0,"scissors","nothing","a green shirt","clothing"
"1746",73,"F",45,"english",18,0,"plants","item","potted plants","noun"
"1747",73,"F",45,"english",19,3,"flowers","item","flowers to plant","noun"
"1748",73,"F",45,"english",20,0,"forks","nothing","black hair","body"
"1749",73,"F",45,"english",21,2,"donuts","nothing","no donuts","no"
"1750",73,"F",45,"english",22,2,"cakes","nothing","no cakes","no"
"1751",73,"F",45,"english",23,0,"carrots","item","carrots","noun"
"1752",73,"F",45,"english",24,1,"bananas","item","bananas","noun"
"1753",73,"F",45,"english",25,2,"presents","item","presents","noun"
"1754",73,"F",45,"english",26,1,"guitars","item","two guitars","noun"
"1755",73,"F",45,"english",27,3,"fish","nothing","black shoes","clothing"
"1756",73,"F",45,"english",28,0,"crayons","nothing","a red shirt","clothing"
"1757",73,"F",45,"english",29,0,"rainboots","nothing","a green dress","clothing"
"1758",73,"F",45,"english",30,1,"ice cream cones","item","two ice creams","noun"
"1759",73,"F",45,"english",31,3,"buckets","nothing","a pink dress","clothing"
"1760",73,"F",45,"english",32,1,"shovels","nothing","a yellow shirt","clothing"
"1761",74,"M",35,"english",1,2,"pencils","item","2 pencils ","noun"
"1762",74,"M",35,"english",2,3,"scissors","nothing","no scissors ","no"
"1763",74,"M",35,"english",3,3,"balloons","item","2 balloons ","noun"
"1764",74,"M",35,"english",4,2,"cars","item","2 cars","noun"
"1765",74,"M",35,"english",5,3,"bows","nothing","no ribbons ","no"
"1766",74,"M",35,"english",6,1,"cakes","item","2 cakes ","noun"
"1767",74,"M",35,"english",7,3,"mittens","item","2 gloves","noun"
"1768",74,"M",35,"english",8,0,"buckets","item","2 buckets ","noun"
"1769",74,"M",35,"english",9,1,"cats","item","2 cats","noun"
"1770",74,"M",35,"english",10,2,"phones","nothing","no phones ","no"
"1771",74,"M",35,"english",11,0,"lollipops","nothing","2 boots ","noun"
"1772",74,"M",35,"english",12,3,"plants","nothing","no plants ","no"
"1773",74,"M",35,"english",13,1,"dogs","nothing","no dogs","no"
"1774",74,"M",35,"english",14,1,"rainboots","nothing","no boots ","no"
"1775",74,"M",35,"english",15,3,"umbrellas","item","2 umbrellas ","noun"
"1776",74,"M",35,"english",16,2,"shovels","nothing","no shovels","no"
"1777",74,"M",35,"english",17,2,"donuts","nothing","no donuts","no"
"1778",74,"M",35,"english",18,0,"kites","item","2 kites","noun"
"1779",74,"M",35,"english",19,3,"crayons","nothing","no pencils ","no"
"1780",74,"M",35,"english",20,1,"guitars","item","2 guitars","noun"
"1781",74,"M",35,"english",21,1,"fish","nothing","no fish","no"
"1782",74,"M",35,"english",22,0,"purses","nothing","a skirt","clothing"
"1783",74,"M",35,"english",23,2,"bananas","item","2 bananas","noun"
"1784",74,"M",35,"english",24,0,"carrots","nothing","a shovel","othernoun"
"1785",74,"M",35,"english",25,1,"flowers","nothing","no flowers","no"
"1786",74,"M",35,"english",26,1,"keys","item","2 keys ","noun"
"1787",74,"M",35,"english",27,3,"daisies","item","2 flowers","noun"
"1788",74,"M",35,"english",28,0,"ice cream cones","nothing","2 shoes","clothing"
"1789",74,"M",35,"english",29,2,"apples","nothing","no apples","no"
"1790",74,"M",35,"english",30,0,"forks","item","2 forks","noun"
"1791",74,"M",35,"english",31,2,"cookies","item","2 cookies","noun"
"1792",74,"M",35,"english",32,0,"presents","item","2 presents ","noun"
"1793",75,"F",55,"English",1,3,"cats","nothing","no cats","no"
"1794",75,"F",55,"English",2,2,"pencils","nothing","no pencils","no"
"1795",75,"F",55,"English",3,1,"phones","item","two walkie talkies","noun"
"1796",75,"F",55,"English",4,1,"guitars","nothing","no guitars","no"
"1797",75,"F",55,"English",5,2,"daisies","nothing","no flowers","no"
"1798",75,"F",55,"English",6,0,"shovels","item","two shovels","noun"
"1799",75,"F",55,"English",7,1,"bananas","nothing","no bananas","no"
"1800",75,"F",55,"English",8,0,"umbrellas","nothing","a red shirt and grey shorts","clothing"
"1801",75,"F",55,"English",9,2,"mittens","item","light blue mittens","noun"
"1802",75,"F",55,"English",10,0,"dogs","item","two dogs","noun"
"1803",75,"F",55,"English",11,3,"rainboots","item","light blue boots","noun"
"1804",75,"F",55,"English",12,1,"cookies","nothing","no cookies","no"
"1805",75,"F",55,"English",13,2,"keys","item","a pair of keys","noun"
"1806",75,"F",55,"English",14,3,"apples","nothing","no apples","no"
"1807",75,"F",55,"English",15,3,"balloons","item","two green balloons","noun"
"1808",75,"F",55,"English",16,3,"cars","nothing","no cars","no"
"1809",75,"F",55,"English",17,3,"scissors","item","two scissors","noun"
"1810",75,"F",55,"English",18,3,"donuts","item","two doughnuts","noun"
"1811",75,"F",55,"English",19,0,"presents","item","two presents","noun"
"1812",75,"F",55,"English",20,3,"flowers","nothing","no flowers","no"
"1813",75,"F",55,"English",21,1,"fish","item","two fish","noun"
"1814",75,"F",55,"English",22,2,"plants","item","two potted plants","noun"
"1815",75,"F",55,"English",23,1,"forks","item","two forks","noun"
"1816",75,"F",55,"English",24,2,"purses","nothing","no bags","no"
"1817",75,"F",55,"English",25,0,"lollipops","item","two lollipops","noun"
"1818",75,"F",55,"English",26,0,"carrots","nothing","nothing in her basket","nothing"
"1819",75,"F",55,"English",27,1,"cakes","nothing","no cakes","no"
"1820",75,"F",55,"English",28,1,"buckets","item","two pails","noun"
"1821",75,"F",55,"English",29,0,"bows","nothing","a yellow dress and grey shoes","clothing"
"1822",75,"F",55,"English",30,0,"crayons","nothing","a red shirt","clothing"
"1823",75,"F",55,"English",31,2,"kites","item","two kites","noun"
"1824",75,"F",55,"English",32,2,"ice cream cones","nothing","no ice cream cones","no"
"1825",77,"F",35,"English",1,3,"shovels","item","shovels","noun"
"1826",77,"F",35,"English",2,0,"rainboots","nothing","green dress","clothing"
"1827",77,"F",35,"English",3,1,"kites","item","kites","noun"
"1828",77,"F",35,"English",4,2,"dogs","item","dogs","noun"
"1829",77,"F",35,"English",5,3,"plants","nothing","brown box","othernoun"
"1830",77,"F",35,"English",6,3,"umbrellas","nothing","red shirt","clothing"
"1831",77,"F",35,"English",7,3,"guitars","nothing","green shirt and brown pants","clothing"
"1832",77,"F",35,"English",8,2,"fish","item","rod and 2 fish","noun"
"1833",77,"F",35,"English",9,0,"ice cream cones","item","ice creams","noun"
"1834",77,"F",35,"English",10,2,"purses","nothing","blond hair","body"
"1835",77,"F",35,"English",11,2,"presents","nothing","chiar","noun"
"1836",77,"F",35,"English",12,3,"pencils","item","2 pens","noun"
"1837",77,"F",35,"English",13,2,"flowers","nothing","basket","othernoun"
"1838",77,"F",35,"English",14,1,"carrots","nothing","empty basket","empty"
"1839",77,"F",35,"English",15,1,"lollipops","item","2 lolipops ","noun"
"1840",77,"F",35,"English",16,2,"mittens","item","purple dress","clothing"
"1841",77,"F",35,"English",17,0,"forks","item","2 forks","noun"
"1842",77,"F",35,"English",18,0,"phones","nothing","brown hair","body"
"1843",77,"F",35,"English",19,3,"apples","item","2 apples","noun"
"1844",77,"F",35,"English",20,3,"balloons","item","2 balloons ","noun"
"1845",77,"F",35,"English",21,2,"cars","item","2 red cars ","noun"
"1846",77,"F",35,"English",22,2,"crayons","nothing","red shirt","clothing"
"1847",77,"F",35,"English",23,0,"donuts","item","2 donuts","noun"
"1848",77,"F",35,"English",24,1,"bananas","nothing","red shirt","clothing"
"1849",77,"F",35,"English",25,3,"cakes","nothing","brown box","othernoun"
"1850",77,"F",35,"English",26,1,"daisies","item","2 flowers/daisy","noun"
"1851",77,"F",35,"English",27,0,"scissors","nothing","green shirt","clothing"
"1852",77,"F",35,"English",28,1,"bows","nothing","yellow dress","clothing"
"1853",77,"F",35,"English",29,1,"keys","nothing","orange shirt","clothing"
"1854",77,"F",35,"English",30,0,"buckets","nothing","pink dress","clothing"
"1855",77,"F",35,"English",31,1,"cookies","item","2 chocolate chip cookies","noun"
"1856",77,"F",35,"English",32,0,"cats","item","2 cats","noun"
"1857",78,"M",45,"English",1,2,"apples","nothing","an empty hand","empty"
"1858",78,"M",45,"English",2,2,"fish","nothing","nothing in her hand","nothing"
"1859",78,"M",45,"English",3,0,"buckets","item","two buckets","noun"
"1860",78,"M",45,"English",4,1,"balloons","nothing","an empty hand","empty"
"1861",78,"M",45,"English",5,3,"keys","item","two keys","noun"
"1862",78,"M",45,"English",6,0,"carrots","nothing","a hand tromel","other"
"1863",78,"M",45,"English",7,2,"mittens","item","gloves on","noun"
"1864",78,"M",45,"English",8,1,"donuts","nothing","nothing","nothing"
"1865",78,"M",45,"English",9,2,"kites","item","two kites","noun"
"1866",78,"M",45,"English",10,3,"plants","item","two plants","noun"
"1867",78,"M",45,"English",11,3,"umbrellas","item","two umbrellas","noun"
"1868",78,"M",45,"English",12,0,"bananas","nothing","blond hair","body"
"1869",78,"M",45,"English",13,0,"pencils","nothing","a table","othernoun"
"1870",78,"M",45,"English",14,0,"scissors","item","two pairs of scissors","noun"
"1871",78,"M",45,"English",15,2,"guitars","item","two guitars","noun"
"1872",78,"M",45,"English",16,1,"purses","item","two purses","noun"
"1873",78,"M",45,"English",17,1,"cars","item","two toy cars","noun"
"1874",78,"M",45,"English",18,2,"crayons","nothing","a table","othernoun"
"1875",78,"M",45,"English",19,1,"cakes","nothing","a table","othernoun"
"1876",78,"M",45,"English",20,3,"lollipops","nothing","nothing","nothing"
"1877",78,"M",45,"English",21,1,"cats","item","two cats","noun"
"1878",78,"M",45,"English",22,1,"phones","nothing","brown hair","body"
"1879",78,"M",45,"English",23,0,"ice cream cones","item","two ice cream cones","noun"
"1880",78,"M",45,"English",24,3,"daisies","nothing","an orange shirt","clothing"
"1881",78,"M",45,"English",25,0,"rainboots","nothing","no shoes","no"
"1882",78,"M",45,"English",26,3,"cookies","nothing","a tray","othernoun"
"1883",78,"M",45,"English",27,3,"shovels","nothing","a yellow shirt on","clothing"
"1884",78,"M",45,"English",28,0,"dogs","item","two dogs","noun"
"1885",78,"M",45,"English",29,3,"forks","item","two forks","noun"
"1886",78,"M",45,"English",30,2,"presents","nothing","a grey skirt","clothing"
"1887",78,"M",45,"English",31,2,"flowers","item","2 flowers","noun"
"1888",78,"M",45,"English",32,1,"bows","item","a yellow dress","clothing"
"1889",79,"F",35,"english",1,0,"crayons","item","two blue crayons","noun"
"1890",79,"F",35,"english",2,0,"pencils","item","two pencils","noun"
"1891",79,"F",35,"english",3,3,"umbrellas","item","umbrellas","noun"
"1892",79,"F",35,"english",4,2,"cookies","item","the first tray of cookies.","noun"
"1893",79,"F",35,"english",5,0,"shovels","item","two shovels","noun"
"1894",79,"F",35,"english",6,1,"phones","nothing","the spot right of the girl with the cell phones","other"
"1895",79,"F",35,"english",7,1,"bananas","item","the first spot in line","other"
"1896",79,"F",35,"english",8,3,"bows","item","the third spot in line","other"
"1897",79,"F",35,"english",9,1,"balloons","nothing","the first spot in line","other"
"1898",79,"F",35,"english",10,2,"lollipops","item","the first lollipops","noun"
"1899",79,"F",35,"english",11,0,"apples","nothing","the first spot in line","other"
"1900",79,"F",35,"english",12,2,"scissors","nothing","the spot right of the first girl with scissors","other"
"1901",79,"F",35,"english",13,1,"donuts","item","the first set of two donuts","noun"
"1902",79,"F",35,"english",14,0,"cars","nothing","the second spot","other"
"1903",79,"F",35,"english",15,2,"forks","item","the first spot in line","other"
"1904",79,"F",35,"english",16,1,"keys","item","keys","noun"
"1905",79,"F",35,"english",17,3,"flowers","nothing","no flowers","no"
"1906",79,"F",35,"english",18,2,"kites","nothing","no kites","no"
"1907",79,"F",35,"english",19,1,"ice cream cones","item","ice creams","noun"
"1908",79,"F",35,"english",20,3,"cats","nothing","no cats","no"
"1909",79,"F",35,"english",21,1,"fish","nothing","no fish","no"
"1910",79,"F",35,"english",22,0,"purses","nothing","the first spot in line","other"
"1911",79,"F",35,"english",23,3,"daisies","nothing","no flowers","no"
"1912",79,"F",35,"english",24,0,"buckets","item","buckets","noun"
"1913",79,"F",35,"english",25,2,"presents","nothing","no presents","no"
"1914",79,"F",35,"english",26,2,"mittens","nothing","no mittens","no"
"1915",79,"F",35,"english",27,2,"carrots","item","carrots","noun"
"1916",79,"F",35,"english",28,1,"plants","nothing","no plants","no"
"1917",79,"F",35,"english",29,3,"dogs","nothing","no dogs","no"
"1918",79,"F",35,"english",30,0,"rainboots","nothing","a green dress","clothing"
"1919",79,"F",35,"english",31,3,"guitars","item","two guitars","noun"
"1920",79,"F",35,"english",32,3,"cakes","item","has birthday cakes","noun"
"1921",80,"M",25,"English",1,1,"keys","nothing","nothing","nothing"
"1922",80,"M",25,"English",2,3,"mittens","item","oven mits","noun"
"1923",80,"M",25,"English",3,0,"fish","item","two fish","noun"
"1924",80,"M",25,"English",4,0,"cars","nothing","chalk","noun"
"1925",80,"M",25,"English",5,2,"scissors","item","two pairs of scissors","noun"
"1926",80,"M",25,"English",6,2,"plants","nothing","no plants","no"
"1927",80,"M",25,"English",7,1,"bananas","item","two bananas","noun"
"1928",80,"M",25,"English",8,2,"presents","item","two presents","noun"
"1929",80,"M",25,"English",9,3,"balloons","nothing","no balloons","no"
"1930",80,"M",25,"English",10,0,"lollipops","nothing","nothing","nothing"
"1931",80,"M",25,"English",11,2,"bows","nothing","no ribbons","no"
"1932",80,"M",25,"English",12,1,"cakes","item","two cakes","noun"
"1933",80,"M",25,"English",13,2,"shovels","nothing","no spades","no"
"1934",80,"M",25,"English",14,0,"carrots","item","carrots","noun"
"1935",80,"M",25,"English",15,0,"umbrellas","nothing","nothing","nothing"
"1936",80,"M",25,"English",16,2,"ice cream cones","item","ice cream","noun"
"1937",80,"M",25,"English",17,3,"buckets","nothing","no pails","no"
"1938",80,"M",25,"English",18,0,"donuts","nothing","a box","othernoun"
"1939",80,"M",25,"English",19,1,"phones","item","two phones","noun"
"1940",80,"M",25,"English",20,1,"kites","nothing","nothing","nothing"
"1941",80,"M",25,"English",21,2,"pencils","nothing","nothing","nothing"
"1942",80,"M",25,"English",22,2,"guitars","item","guitars","noun"
"1943",80,"M",25,"English",23,0,"crayons","item","crayons","noun"
"1944",80,"M",25,"English",24,3,"rainboots","item","a dress","clothing"
"1945",80,"M",25,"English",25,3,"apples","nothing","nothing","nothing"
"1946",80,"M",25,"English",26,1,"flowers","nothing","nothing","nothing"
"1947",80,"M",25,"English",27,1,"dogs","nothing","no dogs","no"
"1948",80,"M",25,"English",28,3,"forks","item","forks","noun"
"1949",80,"M",25,"English",29,0,"cats","item","cats","noun"
"1950",80,"M",25,"English",30,3,"cookies","nothing","nothing","nothing"
"1951",80,"M",25,"English",31,1,"daisies","item","flowers","noun"
"1952",80,"M",25,"English",32,3,"purses","item","two purses","noun"
"1953",83,"M",35,"English",1,2,"cakes","item","two cakes.","noun"
"1954",83,"M",35,"English",2,0,"buckets","item","two green buckets","noun"
"1955",83,"M",35,"English",3,0,"crayons","nothing","a desk.","othernoun"
